"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.title","Input.abstract","Answer.taskAnswers","Approve","Reject"
"302OLP89E6WN34WEQ9AZ42X18QVCA2","3831ZVZNKLMNQSUKLX7ODY2QC3L5YD","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.50","Tue Apr 26 05:35:12 PDT 2022","2","BatchId:4726151;OriginalHitTemplateId:928390860;","10800","259200","Wed May 11 05:35:12 PDT 2022","","","3WS1NTTKE611SNGZFB99BM2FXEX0F9","A1IU5OP7BBZHZ7","Approved","Tue Apr 26 05:38:23 PDT 2022","Tue Apr 26 05:54:45 PDT 2022","Fri Apr 29 05:54:45 PDT 2022","Wed Apr 27 06:53:29 PDT 2022","","","982","100% (5/5)","100% (5/5)","0% (0/0)","Protective Effects of Soy Oligopeptides in Ultraviolet B-Induced Acute Photodamage of Human Skin","Aim. We explored the effects of soy oligopeptides (SOP) in ultraviolet B- (UVB-) induced acute photodamage of human skin in vivo and foreskin ex vivo. Methods. We irradiated the forearm with 1.5 minimal erythemal dose (MED) of UVB for 3 consecutive days, establishing acute photodamage of skin, and topically applied SOP. Erythema index (EI), melanin index, stratum corneum hydration, and transepidermal water loss were measured by using Multiprobe Adapter 9 device. We irradiated foreskin ex vivo with the same dose of UVB (180 mJ/cm2) for 3 consecutive days and topically applied SOP. Sunburn cells were detected by using hematoxylin and eosin staining. Apoptotic cells were detected by using terminal deoxynucleotidyl transferase dUTP nick end labeling assay. Cyclobutane pyrimidine dimers (CPDs), p53 protein, Bax protein, and Bcl-2 protein were detected by using immunohistochemical staining. Results. Compared with UVB group, UVB-irradiated skin with topically applied SOP showed significantly decreased EI. Compared with UVB group, topical SOP significantly increased Bcl-2 protein expression and decreased CPDs-positive cells, sunburn cells, apoptotic cells, p53 protein expression, and Bax protein expressions in the epidermis of UVB-irradiated foreskin. Conclusion. Our study demonstrated that topical SOP can protect human skin against UVB-induced photodamage.","[{""country"":[""Not Applicable""],""data_type"":[""Not Applicable""],""data_use"":""No""}]"
"302OLP89E6WN34WEQ9AZ42X18QVCA2","3831ZVZNKLMNQSUKLX7ODY2QC3L5YD","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.50","Tue Apr 26 05:35:12 PDT 2022","2","BatchId:4726151;OriginalHitTemplateId:928390860;","10800","259200","Wed May 11 05:35:12 PDT 2022","","","3UN61F00H4EXQK793CFF96CPHAIR5F","A365SN61J4UNGR","Approved","Tue Apr 26 05:37:08 PDT 2022","Tue Apr 26 06:42:31 PDT 2022","Fri Apr 29 06:42:31 PDT 2022","Wed Apr 27 06:53:30 PDT 2022","","","3923","100% (68/68)","100% (68/68)","100% (35/35)","Protective Effects of Soy Oligopeptides in Ultraviolet B-Induced Acute Photodamage of Human Skin","Aim. We explored the effects of soy oligopeptides (SOP) in ultraviolet B- (UVB-) induced acute photodamage of human skin in vivo and foreskin ex vivo. Methods. We irradiated the forearm with 1.5 minimal erythemal dose (MED) of UVB for 3 consecutive days, establishing acute photodamage of skin, and topically applied SOP. Erythema index (EI), melanin index, stratum corneum hydration, and transepidermal water loss were measured by using Multiprobe Adapter 9 device. We irradiated foreskin ex vivo with the same dose of UVB (180 mJ/cm2) for 3 consecutive days and topically applied SOP. Sunburn cells were detected by using hematoxylin and eosin staining. Apoptotic cells were detected by using terminal deoxynucleotidyl transferase dUTP nick end labeling assay. Cyclobutane pyrimidine dimers (CPDs), p53 protein, Bax protein, and Bcl-2 protein were detected by using immunohistochemical staining. Results. Compared with UVB group, UVB-irradiated skin with topically applied SOP showed significantly decreased EI. Compared with UVB group, topical SOP significantly increased Bcl-2 protein expression and decreased CPDs-positive cells, sunburn cells, apoptotic cells, p53 protein expression, and Bax protein expressions in the epidermis of UVB-irradiated foreskin. Conclusion. Our study demonstrated that topical SOP can protect human skin against UVB-induced photodamage.","[{""country"":[""Not Applicable""],""data_type"":[""Sensor Data"",""Laboratory Data""],""data_use"":""Yes""}]"
"309D674SI6ASME16WNAVZDH7Q8GCBX","3831ZVZNKLMNQSUKLX7ODY2QC3L5YD","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.50","Tue Apr 26 05:35:13 PDT 2022","2","BatchId:4726151;OriginalHitTemplateId:928390860;","10800","259200","Wed May 11 05:35:13 PDT 2022","","","3G5F9DBFOXM1ZK8LDYLYZ04I7PMVHT","A1IFIK8J49WBER","Approved","Tue Apr 26 05:36:49 PDT 2022","Tue Apr 26 06:45:30 PDT 2022","Fri Apr 29 06:45:30 PDT 2022","Wed Apr 27 06:53:30 PDT 2022","","","4121","100% (13/13)","100% (13/13)","0% (0/0)","Headset Bluetooth and cell phone based continuous central body temperature measurement system","The accurate measure of the central temperature is a very important physiologic indicator in several clinical applications, namely, in the characterization and diagnosis of sleep disorders. In this paper a simple system is described to continuously measure the body temperature at the ear. An electronic temperature sensor is coupled to the microphone of a common commercial auricular Bluetooth device that sends the temperature measurements to a mobile phone to which is paired. The measurements are stored at the mobile phone and periodically sent to a medical facility by email or SMS (short messaging service).","[{""country"":[""Not Applicable""],""data_type"":[""Not Applicable""],""data_use"":""No""}]"
"309D674SI6ASME16WNAVZDH7Q8GCBX","3831ZVZNKLMNQSUKLX7ODY2QC3L5YD","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.50","Tue Apr 26 05:35:13 PDT 2022","2","BatchId:4726151;OriginalHitTemplateId:928390860;","10800","259200","Wed May 11 05:35:13 PDT 2022","","","3E337GFOLHXARJ41R1HP4JY46M6GNX","A3HNEYFOIJWPH1","Approved","Tue Apr 26 05:35:21 PDT 2022","Tue Apr 26 07:26:03 PDT 2022","Fri Apr 29 07:26:03 PDT 2022","Wed Apr 27 06:53:30 PDT 2022","","","6642","100% (23/23)","100% (23/23)","100% (22/22)","Headset Bluetooth and cell phone based continuous central body temperature measurement system","The accurate measure of the central temperature is a very important physiologic indicator in several clinical applications, namely, in the characterization and diagnosis of sleep disorders. In this paper a simple system is described to continuously measure the body temperature at the ear. An electronic temperature sensor is coupled to the microphone of a common commercial auricular Bluetooth device that sends the temperature measurements to a mobile phone to which is paired. The measurements are stored at the mobile phone and periodically sent to a medical facility by email or SMS (short messaging service).","[{""country"":[""Not Applicable""],""data_type"":[""Sensor Data"",""Laboratory Data""],""data_use"":""Yes""}]"
"30OITAWPCXS0FTXPKVA0JYJXF0IH91","3831ZVZNKLMNQSUKLX7ODY2QC3L5YD","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.50","Tue Apr 26 05:35:11 PDT 2022","2","BatchId:4726151;OriginalHitTemplateId:928390860;","10800","259200","Wed May 11 05:35:11 PDT 2022","","","3SPJ033429SEUKYG69B3ICOR2YRJYU","A2KLJKDG90K1PP","Approved","Tue Apr 26 05:35:45 PDT 2022","Tue Apr 26 06:06:22 PDT 2022","Fri Apr 29 06:06:22 PDT 2022","Wed Apr 27 06:53:30 PDT 2022","","","1837","100% (54/54)","100% (54/54)","100% (28/28)","Differential Regulation of the Variations Induced by Environmental Richness in Adult Neurogenesis as a Function of Time: A Dual Birthdating Analysis","Adult hippocampal neurogenesis (AHN) augments after environmental enrichment (EE) and it has been related to some of the anxiolytic, antidepressant and neuroprotective effects of EE. Indeed, it has been suggested that EE specifically modulates hippocampal neurogenic cell populations over the course of time. Here we have used dual-birthdating to study two subpopulations of newborn neuron in mice (Mus musculus): those born at the beginning and at the end of enrichment. In this way, we demonstrate that while short-term cell survival is upregulated after an initial 1 week period of enrichment in 2 month old female mice, after long-term enrichment (2 months) neither cell proliferation nor the survival of the younger newly born cell populations are distinguishable from that observed in non-enriched control mice. In addition, we show that the survival of older newborn neurons alone (i.e. those born at the beginning of the enrichment) is higher than in controls, due to the significantly lower levels of cell death. Indeed, these parameters are rapidly adjusted to the sudden cessation of the EE conditions. These findings suggest both an early selective, long-lasting effect of EE on the neurons born in the initial stages of enrichment, and a quick response when the environment again becomes impoverished. Therefore, EE induces differential effects on distinct subpopulations of newborn neurons depending on the age of the immature cells and on the duration of the EE itself. The interaction of these two parameters constitutes a new, specific regulation of these neurogenic populations that might account for the long-term enrichment's behavioral effects.","[{""country"":[""Not Applicable""],""data_type"":[""Laboratory Data""],""data_use"":""Yes""}]"
"30OITAWPCXS0FTXPKVA0JYJXF0IH91","3831ZVZNKLMNQSUKLX7ODY2QC3L5YD","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.50","Tue Apr 26 05:35:11 PDT 2022","2","BatchId:4726151;OriginalHitTemplateId:928390860;","10800","259200","Wed May 11 05:35:11 PDT 2022","","","3SITXWYCN3YJCWAUDLCK1AY5SNPBXW","A365SN61J4UNGR","Approved","Tue Apr 26 06:48:16 PDT 2022","Tue Apr 26 07:00:13 PDT 2022","Fri Apr 29 07:00:13 PDT 2022","Wed Apr 27 06:53:30 PDT 2022","","","717","100% (68/68)","100% (68/68)","100% (35/35)","Differential Regulation of the Variations Induced by Environmental Richness in Adult Neurogenesis as a Function of Time: A Dual Birthdating Analysis","Adult hippocampal neurogenesis (AHN) augments after environmental enrichment (EE) and it has been related to some of the anxiolytic, antidepressant and neuroprotective effects of EE. Indeed, it has been suggested that EE specifically modulates hippocampal neurogenic cell populations over the course of time. Here we have used dual-birthdating to study two subpopulations of newborn neuron in mice (Mus musculus): those born at the beginning and at the end of enrichment. In this way, we demonstrate that while short-term cell survival is upregulated after an initial 1 week period of enrichment in 2 month old female mice, after long-term enrichment (2 months) neither cell proliferation nor the survival of the younger newly born cell populations are distinguishable from that observed in non-enriched control mice. In addition, we show that the survival of older newborn neurons alone (i.e. those born at the beginning of the enrichment) is higher than in controls, due to the significantly lower levels of cell death. Indeed, these parameters are rapidly adjusted to the sudden cessation of the EE conditions. These findings suggest both an early selective, long-lasting effect of EE on the neurons born in the initial stages of enrichment, and a quick response when the environment again becomes impoverished. Therefore, EE induces differential effects on distinct subpopulations of newborn neurons depending on the age of the immature cells and on the duration of the EE itself. The interaction of these two parameters constitutes a new, specific regulation of these neurogenic populations that might account for the long-term enrichment's behavioral effects.","[{""country"":[""Not Applicable""],""data_type"":[""Laboratory Data""],""data_use"":""Yes""}]"
"3126F2F5GFS9N6MUBJYRKLMZSO8EPD","3831ZVZNKLMNQSUKLX7ODY2QC3L5YD","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.50","Tue Apr 26 05:35:13 PDT 2022","2","BatchId:4726151;OriginalHitTemplateId:928390860;","10800","259200","Wed May 11 05:35:13 PDT 2022","","","3TE3O85738X5RNOMLTDHBZ9DX0QR2D","A2CFE6AZS73RNS","Approved","Tue Apr 26 05:35:45 PDT 2022","Tue Apr 26 06:36:46 PDT 2022","Fri Apr 29 06:36:46 PDT 2022","Wed Apr 27 06:53:30 PDT 2022","","","3661","100% (1/1)","100% (1/1)","0% (0/0)","What do young women with obesity want from a weight management program?","Purpose ::: Early adulthood is a high-risk time for weight gain; however, young women with obesity are difficult to recruit to weight management programs. To encourage participation and retention, it is important to understand what young women want from these programs. The purpose of the study was to explore participants’ perspectives on the features of an ideal weight management program.","[{""country"":[""Not Applicable""],""data_type"":[""Survey Data""],""data_use"":""Yes""}]"
"3126F2F5GFS9N6MUBJYRKLMZSO8EPD","3831ZVZNKLMNQSUKLX7ODY2QC3L5YD","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.50","Tue Apr 26 05:35:13 PDT 2022","2","BatchId:4726151;OriginalHitTemplateId:928390860;","10800","259200","Wed May 11 05:35:13 PDT 2022","","","3QRYMNZ7F66EWOQ7B1GW32DTWGHNTG","A2YYQJ3JWA2KGD","Approved","Tue Apr 26 05:43:43 PDT 2022","Tue Apr 26 07:48:39 PDT 2022","Fri Apr 29 07:48:39 PDT 2022","Wed Apr 27 06:53:30 PDT 2022","","","7496","100% (32/32)","100% (32/32)","100% (2/2)","What do young women with obesity want from a weight management program?","Purpose ::: Early adulthood is a high-risk time for weight gain; however, young women with obesity are difficult to recruit to weight management programs. To encourage participation and retention, it is important to understand what young women want from these programs. The purpose of the study was to explore participants’ perspectives on the features of an ideal weight management program.","[{""country"":[""Not Applicable""],""data_type"":[""Not Applicable""],""data_use"":""No""}]"
"32LAQ1JNUGEO4UCNI0MGTD9Z3FNTUE","3831ZVZNKLMNQSUKLX7ODY2QC3L5YD","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.50","Tue Apr 26 05:35:11 PDT 2022","2","BatchId:4726151;OriginalHitTemplateId:928390860;","10800","259200","Wed May 11 05:35:11 PDT 2022","","","3HRMW88U1EF7YX8G1YDM6CMOUF8M01","A2YYQJ3JWA2KGD","Approved","Tue Apr 26 05:37:11 PDT 2022","Tue Apr 26 06:23:32 PDT 2022","Fri Apr 29 06:23:32 PDT 2022","Wed Apr 27 06:53:30 PDT 2022","","","2781","100% (32/32)","100% (32/32)","100% (2/2)","Effects of postural control manipulation on visuomotor training performance: comparative data in healthy athletes.","Purpose/Background: ::: Visuomotor ability is an important parameter for neurologic function and effective sport performance. Adding a balance challenge during a structured eye‐hand coordination task, such as hitting lights on a light board (Dynavision™), has not been previously reported. Using Division I football players, the aim of this study was to determine normative data on a dual‐task performance regimen combining a visuomotor light board task with a balance task. The intent is to use such normative data and baseline data as part of a concussion management program.","[{""country"":[""Not Applicable""],""data_type"":[""Private Sector Data"",""Sensor Data""],""data_use"":""Yes""}]"
"32LAQ1JNUGEO4UCNI0MGTD9Z3FNTUE","3831ZVZNKLMNQSUKLX7ODY2QC3L5YD","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.50","Tue Apr 26 05:35:11 PDT 2022","2","BatchId:4726151;OriginalHitTemplateId:928390860;","10800","259200","Wed May 11 05:35:11 PDT 2022","","","3ZQIG0FLQM5JWA3A8X7Y03E5MDCVW6","A365SN61J4UNGR","Approved","Tue Apr 26 06:36:23 PDT 2022","Tue Apr 26 06:55:28 PDT 2022","Fri Apr 29 06:55:28 PDT 2022","Wed Apr 27 06:53:30 PDT 2022","","","1145","100% (68/68)","100% (68/68)","100% (35/35)","Effects of postural control manipulation on visuomotor training performance: comparative data in healthy athletes.","Purpose/Background: ::: Visuomotor ability is an important parameter for neurologic function and effective sport performance. Adding a balance challenge during a structured eye‐hand coordination task, such as hitting lights on a light board (Dynavision™), has not been previously reported. Using Division I football players, the aim of this study was to determine normative data on a dual‐task performance regimen combining a visuomotor light board task with a balance task. The intent is to use such normative data and baseline data as part of a concussion management program.","[{""country"":[""United States""],""data_type"":[""Sensor Data""],""data_use"":""Yes""}]"
