"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.paper_id","Input.title","Input.abstract","Answer.taskAnswers","Approve","Reject"
"3MVY4USGCDCIG348ZJSC05P29G5SIV","3U6C37VJ62UUQBPND8W1TSR2W3H1N6","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.00","Mon Jun 13 07:08:14 PDT 2022","1","BatchId:4759814;OriginalHitTemplateId:928390860;","10800","259200","Tue Jun 28 07:08:14 PDT 2022","","","3VFJCI1K47OV6HWTK8Y6D33EG1JGRI","A3KU8DC7HJOGCM","Approved","Mon Jun 13 07:08:58 PDT 2022","Mon Jun 13 07:36:42 PDT 2022","Thu Jun 16 07:36:42 PDT 2022","Mon Jun 13 14:01:18 PDT 2022","","","1664","100% (34/34)","100% (33/33)","100% (28/28)","42739390","Marketing Strategy and Alliances Analysis of Starbucks Corporation","A bearing assembly for a cam follower assembly for a ram assembly for a metal can production necker includes two or more bearings. Each of the bearing includes an inner ring positioned within an outer ring and a plurality of rolling elements positioned therebetween. The bearing assembly includes a tire press fit on the outer rings of the bearings. The tire has an elongate body portion that extends between a first radially inward projecting shoulder and a second radially inward projecting shoulder. A radially inward facing surface extends between the first radially inward projecting shoulder and the second radially inward projecting shoulder. The first radially inward projecting shoulder extends further radially inward than the second radially inward projecting shoulder.","[{""country"":[""Not Applicable""],""data_type"":[""Not Applicable""],""data_use"":""No""}]"
"3XU9MCX6WV1243QTVR7FNFDPYJQ2R9","3U6C37VJ62UUQBPND8W1TSR2W3H1N6","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.00","Mon Jun 13 07:08:14 PDT 2022","1","BatchId:4759814;OriginalHitTemplateId:928390860;","10800","259200","Tue Jun 28 07:08:14 PDT 2022","","","326O153BMQN3LTHXWCDY8B1YOM0DEJ","A3GLUDQZGEJL5G","Approved","Mon Jun 13 10:07:25 PDT 2022","Mon Jun 13 11:16:43 PDT 2022","Thu Jun 16 11:16:43 PDT 2022","Mon Jun 13 14:01:18 PDT 2022","","","4158","100% (34/34)","100% (33/33)","100% (32/32)","20920533","Convinced, ambivalent or annoyed: Tyrolean ski tourism stakeholders and their perceptions of climate change","Its focus on snow-dependent activities makes Alpine winter tourism especially sensitive to climate change. Stakeholder risk perceptions are a key factor in adaptation to climate change because they fundamentally drive or constrain stakeholder action. This paper examines climate change perceptions of winter tourism stakeholders in Tyrol (Austria). Using a qualitative approach, expert interviews were conducted. Four opinion categories reflecting different attitudes toward climate change issues were identified: convinced planners, annoyed deniers, ambivalent optimists, convinced wait-and-seers. Although the findings generally indicate a growing awareness of climate change, this awareness is mainly limited to perceiving the issue as a global phenomenon. Awareness of regional and branch-specific consequences of climate change that lead to a demand for action could not be identified. Current technical strategies, like snowmaking, are not primarily climate-induced. At present, coping with climate change is not a priority for risk management. The findings point out the importance of gaining and transferring knowledge of regional and branch-specific consequences of climate change in order to induce action at the destination level.","[{""country"":[""Not Applicable""],""data_type"":[""Not Applicable""],""data_use"":""No""}]"
"3JUDR1D0EDG2S2BTICIFIP3K2XO2Q8","3U6C37VJ62UUQBPND8W1TSR2W3H1N6","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.00","Mon Jun 13 07:08:14 PDT 2022","1","BatchId:4759814;OriginalHitTemplateId:928390860;","10800","259200","Tue Jun 28 07:08:14 PDT 2022","","","3EFE17QCRKUL7SRHJ3GTODKBH3FSHH","A3F90N8YVKJ4I7","Approved","Mon Jun 13 07:10:27 PDT 2022","Mon Jun 13 07:32:13 PDT 2022","Thu Jun 16 07:32:13 PDT 2022","Mon Jun 13 14:01:18 PDT 2022","","","1306","100% (35/35)","100% (32/32)","100% (6/6)","168576655","The financing, delivery and effectiveness of programs to reduce homelessness","This research examined the funding sources of homeless services through administering a survey to Specialist Homelessness Services (SHS) and other (non-specialist) services which deliver homelessness services (non-SHS). While the survey highlighted that funding is predominantly from government sources, there is growing interest in the diversification of funding sources to meet service demand, enable service innovation and attain agency sustainability. Flexibility and discretion of funding utilisation is favoured by agencies to meet service objectives. Summary of key findings: Of the 398 Specialist Homelessness Services (SHS) (response rate 35.5%) that completed the survey – 298 of these provided organisational funding information (298 SHS represent approximately 20% of the services in the AIHW data collection) – while 216 provided funding dollar amounts. Also a small sample of 21 non-SHS provided funding information (with 17 providing funding dollar amounts). As this sample is likely to be unrepresentative, any findings in relation to these providers should be treated with caution and not directly compared to the SHS findings. Services profile – of the SHS and non-SHS respondent services (n=319) 17.7% of respondent services were homelessness specific agencies with 70.7% providing a mix of homelessness and non-homelessness services. Annual revenue of these services comprised: 21.9% less than $1m, 30.2% $1m–$5m and 47.9% greater than $5m. Funding profile (n=216 SHS that provided funding dollar amounts) – not surprisingly, 84.6% of funding received by SHS comes from government (49.5% via NAHA or NPAH). A further 5.2% government and 2.7% non-government funding is allocated by the parent agency. Only 3.6% of funding came from donations, philanthropy and sponsorships. Rent contributed to 92% of internally generated revenue. However this makes up only 2.4% of the total (internal plus external) funding source. For non-SHS (n=17) 60.6% of total funding came from government and 21.3% from donations/sponsorship/philanthropy. 75.6% of internally generated revenue came from social enterprise however this was only 0.7% of total funding. No SHS or non-SHS reported funding via social impact investors or social impact bonds. The level of unmet demand in the SHS sector suggests that resources are not adequate to meet demand. In 2013–14 for every 100 clients there were 60 unassisted requests and in 2014–15 there were 47 unassisted requests.","[{""country"":[""Not Applicable""],""data_type"":[""Survey Data""],""data_use"":""Yes""}]"
"3IVKZBIBK7YIK8TOT1AR0TON93QSH2","3U6C37VJ62UUQBPND8W1TSR2W3H1N6","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.00","Mon Jun 13 07:08:14 PDT 2022","1","BatchId:4759814;OriginalHitTemplateId:928390860;","10800","259200","Tue Jun 28 07:08:14 PDT 2022","","","3PS7W85Z87RT7MMDARXRL1I909M9TY","A394S7JSNUA3TS","Approved","Mon Jun 13 07:11:05 PDT 2022","Mon Jun 13 07:43:50 PDT 2022","Thu Jun 16 07:43:50 PDT 2022","Mon Jun 13 14:01:18 PDT 2022","","","1965","100% (10/10)","100% (10/10)","100% (10/10)","167639587","THE ROLE AND IMPORTANCE OF AN ACTUARY IN THE INSURANCE","Actuary on the basis of the tasks arising from the audit process of an insurance undertaking is obliged to submit their opinion on all activities of that establishment which could have an impact on the financial position of an insurance undertaking and consequently affect your ability to meet long-term liabilities of the undertaking by providing professional analysis of the internal and external insurance for the governing bodies. The knowledge and perspective on actuarial topics of particular importance in the insurance business, where its implementation entails certain financial impact. The article discusses the basic tools and techniques in the field of probability and statistics, which are conical to practice as an actuary and presentation methods used by the actuary and statistical principles in the insurance companies and their importance to the financial situation of an insurance company. Key word: actuary, insurance, insurance statistics, decision theory and game, credibility theory, Bayesian statistics, Markov chains, bonus-malus, Generalized Linear Models.","[{""country"":[""Not Applicable""],""data_type"":[""Not Applicable""],""data_use"":""No""}]"
"3S8A4GJREASIFBQBRDOSEPJ4ZT4V69","3U6C37VJ62UUQBPND8W1TSR2W3H1N6","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.00","Mon Jun 13 07:08:14 PDT 2022","1","BatchId:4759814;OriginalHitTemplateId:928390860;","10800","259200","Tue Jun 28 07:08:14 PDT 2022","","","3PB5A5BD03VLOYCEBU008MCEFPPG7J","A3HNEYFOIJWPH1","Approved","Mon Jun 13 07:09:57 PDT 2022","Mon Jun 13 07:12:09 PDT 2022","Thu Jun 16 07:12:09 PDT 2022","Mon Jun 13 14:01:18 PDT 2022","","","132","100% (93/93)","100% (70/70)","100% (37/37)","55134571","Energy optimizing methodologies on heterogeneous data centers","In 2013, U.S. data centers accounted for 2.2% of the country’s total electricity consumption, a figure that is projected to increase rapidly over the next decade. Many important work-loads are interactive, and they demand strict levels of quality-of-service (QoS) to meet user expectations, making it challenging to reduce power consumption due to increasing performance demands.","[{""country"":[""United States""],""data_type"":[""Administrative Data""],""data_use"":""Yes""}]"
"39O0SQZVKUW9Q4NZ13OAJ6UX9ZC7RU","3U6C37VJ62UUQBPND8W1TSR2W3H1N6","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.00","Mon Jun 13 07:08:14 PDT 2022","1","BatchId:4759814;OriginalHitTemplateId:928390860;","10800","259200","Tue Jun 28 07:08:14 PDT 2022","","","3E7TUJ2EGKBMQXQGO1XCGX0NXNXD9I","A299J4PKHAEU9H","Approved","Mon Jun 13 07:10:01 PDT 2022","Mon Jun 13 08:26:20 PDT 2022","Thu Jun 16 08:26:20 PDT 2022","Mon Jun 13 14:01:18 PDT 2022","","","4579","100% (44/44)","100% (7/7)","100% (7/7)","54194213","Public opinions on alternative lower carbon wall construction techniques for UK housing","There is a widespread interest in reducing environmental impacts of all industries and processes to help achieve the targets set in the Climate Change Act of 2008. The use of alternative construction techniques to build the walls of UK housing has the potential to reduce their environmental impact in a range of ways. This includes the reduction of embodied energy as well as operational energy use, the latter through improved thermal performance. A major challenge to be overcome if alternative techniques are to be used is the acceptability to purchasers. The current acceptability of a range of construction techniques and issues that are important to purchasers were examined using a questionnaire. Although the acceptability of lower carbon alternatives is less than that of the conventional technique, findings in this research suggest that there is potential for their use in UK housing. The acceptability of alternative construction techniques varies greatly with type. Concerns expressed about the construction techniques could often be dispelled by existing research, indicating that education is key to improving acceptability of alternative construction techniques and hence opening the way to accessing their environmental benefits. The respondents identified environmental issues, finance, operating costs and risk as key areas of concern, which need to be considered during decision-making.","[{""country"":[""United Kingdom""],""data_type"":[""Systematic Review or Meta Analysis Combining Varied Sources of Data"",""Other Source of Data""],""data_use"":""Yes""}]"
"3S37Y8CWJFPHFDM2YZ093TI4AC14WA","3U6C37VJ62UUQBPND8W1TSR2W3H1N6","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.00","Mon Jun 13 07:08:14 PDT 2022","1","BatchId:4759814;OriginalHitTemplateId:928390860;","10800","259200","Tue Jun 28 07:08:14 PDT 2022","","","388U7OUMFFQYVDL86693SBGY9KUR0Q","A8KHWKKGAGOH0","Approved","Mon Jun 13 07:10:43 PDT 2022","Mon Jun 13 07:21:48 PDT 2022","Thu Jun 16 07:21:48 PDT 2022","Mon Jun 13 14:01:18 PDT 2022","","","665","100% (88/88)","100% (79/79)","100% (35/35)","9259730","Application investigation on private cloud in the field of group company financial information management","The development of cloud computing technology provides a new option for construction of group company financial management information system. It can complete make up the shortages of traditional financial management mode through application of cloud computing technology. This paper brings forward the applicable scheme of private cloud technology on the construction of group company financial management information system based on private cloud service platform, and creates the overall architecture of new model of group company financial management information system. We hope that the construction progress of group company financial management information system can be pushed forward by this research.","[{""country"":[""Not Applicable""],""data_type"":[""Not Applicable""],""data_use"":""No""}]"
"389A2A305V7R2RYWY7D6FWLO1K30CH","3U6C37VJ62UUQBPND8W1TSR2W3H1N6","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.00","Mon Jun 13 07:08:15 PDT 2022","1","BatchId:4759814;OriginalHitTemplateId:928390860;","10800","259200","Tue Jun 28 07:08:15 PDT 2022","","","3Z4GS9HPN3Z2V51DIRW629ZLGM7778","A29ZTHY1OB4IC8","Approved","Mon Jun 13 07:11:09 PDT 2022","Mon Jun 13 09:38:38 PDT 2022","Thu Jun 16 09:38:38 PDT 2022","Mon Jun 13 14:01:18 PDT 2022","","","8849","100% (4/4)","100% (4/4)","100% (4/4)","40581882","Risk Management in Alliance: The Effects of Contractual-Based Versus Relation-Based Governance","Focusing on alliances in high-tech industry, we apply theory of transaction cost and relational contract to explore the effect of uncertainty and experience on firms' choice of alliances governance. By using a sample of 99 strategic alliances in high-tech industry, we empirically examine the theoretical hypotheses proposed in this paper, and find some evidence supporting these hypotheses. Consistent with transaction cost economics (TCE), empirical results suggest that alliances are more likely to be organized by equity joint venture (EJV) when more uncertainties or complexities are involved. However, the existence of alliance experience can also significantly affect the alliance governance, and we find out that alliance experience may substitute for contractual-based governance to some extent, for both prior ties and reputation negatively correlate to the choice of equity alliance.","[{""country"":[""Not Applicable""],""data_type"":[""Administrative Data""],""data_use"":""Yes""}]"
"386T3MLZMUKPQO8JHVX1DAP5BTI08B","3U6C37VJ62UUQBPND8W1TSR2W3H1N6","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.00","Mon Jun 13 07:08:14 PDT 2022","1","BatchId:4759814;OriginalHitTemplateId:928390860;","10800","259200","Tue Jun 28 07:08:14 PDT 2022","","","3QAPZX2QNC2HRT4NRGU2R38QXSF02L","APSN3KV49VLKX","Approved","Mon Jun 13 07:10:35 PDT 2022","Mon Jun 13 07:22:23 PDT 2022","Thu Jun 16 07:22:23 PDT 2022","Mon Jun 13 14:01:18 PDT 2022","","","708","100% (59/59)","100% (58/58)","100% (31/31)","166666677","Achieving Service Level Agreement in Cloud Environment Using Job Prioritization in Hierarchical Scheduling","One of the challenging issues in Cloud computing Environment is meeting the Service Level Agreement (SLA). The SLA is an agreement signed between the service provider and the service consumer for accessing the service provided by the service provider over the internet. We can investigate the negotiation strategy between the service provider and the service consumer through the third party called a Broker. In many approaches SLA is designed and trusted through the measurement of various non-functional requirements such as response time of job, CPU usage, memory usage and the storage used by the consumer. Main focus of the business process is satisfying the customer need by quick response. In our proposed approach for satisfying the service consumer (customer), parameter such as response time of deadline based job is considered. The response time of the job is affected due to improper scheduling of the job. Therefore a novel hierarchical scheduling with job prioritization is used to give more priority for deadline based jobs. This approach will satisfy the service consumer and meet the SLA by increasing the performance of the scheduling algorithm.","[{""country"":[""Not Applicable""],""data_type"":[""Survey Data""],""data_use"":""Yes""}]"
"3GV1I4SEPGEFJ6EHD9MMRGL28V2L6G","3U6C37VJ62UUQBPND8W1TSR2W3H1N6","Classify Academic Articles by Country of Study and Use of Data","Each of these documents is an academic article. The goal of this study is to measure whether a specific academic article is using data and from which country the data came.","document, classification","$3.00","Mon Jun 13 07:08:13 PDT 2022","1","BatchId:4759814;OriginalHitTemplateId:928390860;","10800","259200","Tue Jun 28 07:08:13 PDT 2022","","","3AMYWKA6YJBQCBF7G38G7HLKB0WO6F","A3F90N8YVKJ4I7","Submitted","Mon Jun 13 07:10:44 PDT 2022","Mon Jun 13 07:39:24 PDT 2022","Thu Jun 16 07:39:24 PDT 2022","","","","1720","100% (35/35)","100% (32/32)","100% (6/6)","14259476","The Internet Development Process: Observations and Reflections","Based on the experience of being part of the team that developed the internet, the author will look back and provide a history of the Norwegian participation. The author will attempt to answer a number of questions such as why was The Norwegian Defense Research Establishment (FFI) invited to participate in the development process, what did Norway contribute to in the project, and what did Norway benefit from its participation?","[{""country"":[""Norway""],""data_type"":[""Not Applicable""],""data_use"":""No""}]"
